close,high,low,open,timestamp,volume
1208.0,1210.0,1206.9,1209.2,1668848400,177.19309009
1207.9,1209.2,1206.3,1207.8,1668852000,240.96118827
1209.6,1209.6,1206.6,1208.0,1668855600,97.25811381
1207.5,1210.7,1207.0,1210.1,1668859200,170.25290512
1206.9,1208.5,1205.5,1207.3,1668862800,171.39104364
1206.7,1208.1,1205.7,1206.8,1668866400,223.56324681
1208.9,1209.7,1206.7,1206.7,1668870000,480.99600415
1208.7,1210.3,1207.1,1208.7,1668873600,36.60048681
1206.8,1209.5,1206.0,1209.5,1668877200,123.90710500
1206.9,1209.2,1206.1,1206.9,1668880800,50.57395585
1207.4,1209.0,1206.7,1206.9,1668884400,73.48192446
1208.1,1209.6,1207.8,1207.8,1668888000,58.11464116
1210.5,1210.6,1207.8,1208.0,1668891600,66.15459038
1223.3,1231.5,1210.7,1210.7,1668895200,598.51720322
1216.8,1226.0,1216.0,1224.0,1668898800,299.19895570
1221.4,1221.8,1215.8,1216.4,1668902400,44.91229255
1217.2,1224.1,1216.7,1221.1,1668906000,144.32702056
1218.0,1220.0,1216.7,1217.3,1668909600,44.63334967
1217.6,1218.4,1214.7,1218.0,1668913200,71.67307051
1218.2,1219.5,1217.3,1217.6,1668916800,93.63700711
1218.3,1218.7,1216.8,1218.2,1668920400,44.85701060
1218.5,1219.2,1216.7,1217.9,1668924000,37.13058937
1219.1,1221.5,1216.7,1218.9,1668927600,77.62172216
1207.3,1219.4,1204.0,1219.4,1668931200,136.41258820
1206.5,1209.5,1205.9,1206.0,1668934800,22.02374036
1194.8,1206.7,1190.0,1205.9,1668938400,434.56590004
1166.1,1195.2,1157.0,1194.0,1668942000,1098.53715333
1165.7,1171.2,1153.0,1165.1,1668945600,512.15955291
1175.1,1176.2,1164.7,1165.4,1668949200,567.74361655
1171.0,1178.8,1169.8,1174.6,1668952800,611.57086783
1176.2,1177.4,1170.8,1170.8,1668956400,126.74709919
