close,high,low,open,timestamp,volume
15919,15925,15895,15903,1669550400,7.26563148
15899,15918,15884,15912,1669554000,12.06508876
15896,15908,15882,15896,1669557600,7.46149734
15921,15936,15875,15896,1669561200,5.79445410
15894,15932,15884,15921,1669564800,13.51284268
15874,15899,15871,15894,1669568400,4.18436749
15916,15922,15877,15877,1669572000,8.53142379
15902,15923,15890,15923,1669575600,7.59738916
15918,15931,15900,15902,1669579200,6.00028887
15962,15965,15925,15925,1669582800,6.51927931
15968,15981,15950,15962,1669586400,15.30459257
15846,15964,15819,15964,1669590000,21.31092482
15849,15877,15844,15848,1669593600,4.19772378
15592,15866,15558,15859,1669597200,61.45323843
15548,15626,15515,15580,1669600800,36.01389859
15621,15637,15547,15547,1669604400,2.70172162
15639,15669,15611,15617,1669608000,18.40480334
15605,15654,15600,15639,1669611600,13.18671273
15618,15624,15582,15606,1669615200,13.41411879
15632,15640,15589,15622,1669618800,25.86550361
15547,15641,15546,15635,1669622400,15.88574038
15520,15565,15500,15556,1669626000,30.37143962
15465,15522,15450,15517,1669629600,20.29405504
15455,15472,15423,15466,1669633200,38.25019829
15441,15488,15420,15455,1669636800,44.75414349
15444,15485,15436,15440,1669640400,49.34575619
15533,15585,15444,15444,1669644000,57.59012348
15516,15547,15465,15533,1669647600,88.11926240
15693,15762,15395,15516,1669651200,44.13226141
15621,15757,15596,15693,1669654800,24.97015315
15591,15638,15561,15614,1669658400,13.57221647
15682,15692,15584,15591,1669662000,12.31387176
15736,15736,15676,15684,1669665600,12.36678605
15655,15727,15649,15720,1669669200,12.74149917
15676,15688,15654,15660,1669672800,9.72012577
15667,15691,15650,15672,1669676400,13.17549609
15636,15668,15552,15665,1669680000,6.93035323
15684,15732,15633,15635,1669683600,16.87780559
15710,15726,15673,15682,1669687200,9.87408521
15683,15712,15671,15705,1669690800,10.20230304
15810,15849,15681,15686,1669694400,34.22212799
15842,15895,15818,15818,1669698000,34.89568095
15875,15894,15834,15838,1669701600,15.81083640
15842,15906,15834,15877,1669705200,26.46067726
15859,15914,15833,15847,1669708800,59.91372913
15899,15912,15841,15860,1669712400,60.93308053
15887,15917,15856,15905,1669716000,25.22820257
15877,15919,15871,15885,1669719600,20.22750215
15880,15897,15865,15878,1669723200,33.74289520
15864,15885,15826,15883,1669726800,31.72908173
15812,15899,15794,15859,1669730400,24.75030997
15825,15861,15793,15807,1669734000,24.55352393
15835,15863,15801,15826,1669737600,18.21456826
15829,15855,15811,15843,1669741200,10.43366398
15870,15879,15820,15826,1669744800,12.85149581
15900,15910,15870,15870,1669748400,16.58739478
15966,15974,15898,15900,1669752000,9.71896364
15923,15969,15914,15962,1669755600,12.81943403
15961,15961,15910,15922,1669759200,7.42182558
15915,15975,15905,15960,1669762800,7.34671964
16273,16285,15897,15908,1669766400,63.60305227
16284,16350,16235,16273,1669770000,17.14766203
16362,16475,16287,16287,1669773600,30.73892526
16268,16371,16262,16360,1669777200,9.30796341
16257,16300,16206,16269,1669780800,19.84201720
16254,16285,16239,16257,1669784400,15.47599739
16291,16303,16234,16258,1669788000,20.12208811
16287,16317,16284,16290,1669791600,18.44026960
16285,16329,16277,16294,1669795200,29.17018113
16260,16285,16218,16283,1669798800,20.38640062
16285,16298,16246,16261,1669802400,26.82263294
16275,16300,16262,16285,1669806000,34.11416640
16170,16289,16160,16270,1669809600,22.03319629
16219,16258,16168,16168,1669813200,19.01854747
16214,16247,16184,16220,1669816800,14.31469031
16372,16377,16193,16222,1669820400,38.08796777
16335,16385,16304,16379,1669824000,27.17535058
16274,16344,16206,16331,1669827600,23.88712478
16315,16359,16206,16274,1669831200,44.60068762
16380,16495,16319,16320,1669834800,36.15874271
16427,16427,16348,16380,1669838400,29.67550533
16432,16437,16362,16427,1669842000,20.84935764
16487,16560,16396,16439,1669845600,25.62773673
16462,16519,16430,16477,1669849200,11.40769573
16442,16521,16419,16462,1669852800,21.69123275
16413,16440,16407,16440,1669856400,9.59884386
16423,16446,16389,16417,1669860000,4.79485893
16438,16459,16421,16421,1669863600,13.04181862
16418,16460,16414,16441,1669867200,18.69309140
16378,16420,16337,16420,1669870800,13.11902987
16372,16387,16351,16372,1669874400,9.59197233
16399,16428,16354,16370,1669878000,22.78779068
16383,16423,16372,16397,1669881600,49.48362481
16388,16398,16347,16373,1669885200,52.28267298
16402,16409,16366,16384,1669888800,23.47673844
16390,16409,16343,16404,1669892400,27.52181670
16405,16427,16375,16384,1669896000,21.24293510
16293,16494,16201,16401,1669899600,72.94071305
16269,16295,16214,16293,1669903200,63.18733411
16189,16284,16112,16259,1669906800,69.88416053
16177,16196,16137,16189,1669910400,23.50357508
16150,16197,16146,16179,1669914000,56.46591943
16118,16151,16097,16148,1669917600,55.26775758
16121,16144,16106,16118,1669921200,24.36059494
16078,16140,16071,16119,1669924800,9.59592099
16089,16096,16029,16074,1669928400,11.92921033
16131,16140,16085,16085,1669932000,5.35545582
16125,16140,16091,16126,1669935600,4.57090697
16210,16210,16115,16128,1669939200,5.18838302
16101,16225,16059,16216,1669942800,6.03560176
16105,16117,16047,16104,1669946400,2.01988405
16059,16105,16055,16098,1669950000,2.71026090
16085,16091,16045,16062,1669953600,16.35648151
16089,16098,16081,16084,1669957200,5.66987878
16063,16093,16059,16086,1669960800,8.14483148
16109,16116,16054,16064,1669964400,25.79423691
16110,16133,16093,16110,1669968000,30.02512885
16115,16141,16102,16109,1669971600,23.24592981
16119,16138,16107,16120,1669975200,22.75960533
16138,16195,16102,16125,1669978800,35.34856988
16173,16194,16133,16133,1669982400,8.79444585
16150,16241,16059,16174,1669986000,52.06989745
16158,16197,16125,16150,1669989600,22.51081832
16182,16222,16155,16155,1669993200,20.17347881
16109,16183,16088,16183,1669996800,141.52040051
16101,16136,16091,16110,1670000400,12.26752059
16126,16132,16095,16100,1670004000,19.68089092
16135,16152,16113,16128,1670007600,9.96680441
16186,16193,16126,16136,1670011200,8.29624262
16153,16190,16140,16174,1670014800,6.31676975
16190,16216,16153,16153,1670018400,11.42465435
16228,16232,16192,16202,1670022000,4.12239422
16190,16277,16181,16226,1670025600,3.20835805
16196,16196,16158,16193,1670029200,3.18801839
16172,16200,16160,16194,1670032800,4.48243297
16163,16175,16151,16173,1670036400,4.45563777
16158,16173,16153,16162,1670040000,1.60121383
16161,16172,16153,16159,1670043600,3.01213504
16129,16161,16100,16157,1670047200,4.94692767
16112,16132,16087,16125,1670050800,2.72813593
16084,16113,16075,16112,1670054400,7.91858989
16123,16128,16084,16084,1670058000,6.23886213
16111,16130,16100,16122,1670061600,6.75779346
16091,16110,16038,16107,1670065200,18.18674418
16110,16113,16079,16091,1670068800,4.08491384
16098,16111,16090,16111,1670072400,10.76839476
16095,16107,16081,16095,1670076000,12.11333004
16114,16128,16095,16095,1670079600,6.39032247
16108,16117,16101,16112,1670083200,5.49068009
16126,16131,16094,16107,1670086800,5.52876701
16120,16134,16103,16121,1670090400,7.62070759
16104,16122,16092,16120,1670094000,3.68490211
16088,16108,16070,16104,1670097600,3.84102701
16101,16102,16041,16083,1670101200,8.78503726
16055,16102,16020,16101,1670104800,8.27086197
16044,16070,16035,16054,1670108400,4.67325174
16107,16117,16042,16042,1670112000,4.41470804
16123,16199,16098,16107,1670115600,3.28963894
16127,16136,16104,16121,1670119200,1.48229690
16116,16133,16110,16122,1670122800,1.64761189
16160,16166,16115,16116,1670126400,1.72778048
16164,16214,16159,16160,1670130000,13.44860770
16147,16190,16144,16164,1670133600,6.33834746
16140,16157,16139,16147,1670137200,2.23919266
16162,16188,16128,16145,1670140800,7.54410226
16153,16176,16152,16159,1670144400,7.55389670
16147,16153,16140,16151,1670148000,3.98418643
16095,16149,16059,16145,1670151600,23.67096804
16103,16111,16083,16093,1670155200,5.26252540
16093,16108,16074,16107,1670158800,5.98257401
16149,16157,16084,16097,1670162400,8.99205415
16174,16206,16149,16149,1670166000,10.18730731
16155,16233,16149,16182,1670169600,8.94328719
16178,16182,16117,16155,1670173200,16.75091670
16202,16278,16181,16184,1670176800,24.92287781
16225,16238,16189,16204,1670180400,23.73508872
16232,16258,16213,16227,1670184000,9.22578508
16252,16258,16219,16233,1670187600,43.65018819
16230,16263,16211,16250,1670191200,16.34375493
16231,16317,16218,16231,1670194800,34.91496328
16328,16373,16201,16226,1670198400,42.54220350
16341,16362,16294,16330,1670202000,42.47316820
16319,16411,16319,16349,1670205600,71.09282630
16261,16340,16257,16319,1670209200,9.58595744
16415,16461,16252,16258,1670212800,15.11040670
16387,16451,16363,16422,1670216400,6.04839631
16372,16394,16351,16388,1670220000,7.80655230
16427,16473,16371,16376,1670223600,23.25668766
16442,16480,16410,16426,1670227200,19.01526182
16394,16449,16350,16436,1670230800,39.20786565
16421,16453,16373,16388,1670234400,26.18808609
16385,16421,16362,16420,1670238000,16.97601724
16291,16387,16281,16383,1670241600,45.43753114
16309,16329,16261,16287,1670245200,25.15892730
16310,16321,16270,16311,1670248800,16.51621519
16228,16324,16168,16312,1670252400,63.57751428
16241,16248,16161,16227,1670256000,15.25440992
16247,16263,16196,16239,1670259600,13.49963248
16236,16299,16224,16244,1670263200,17.57002943
16128,16246,16095,16241,1670266800,47.26065158
16152,16152,16108,16123,1670270400,16.28842447
16170,16173,16142,16148,1670274000,4.51317820
16138,16170,16131,16170,1670277600,8.02322257
16160,16176,16116,16138,1670281200,3.76712529
16213,16217,16155,16155,1670284800,3.99298170
16205,16259,16195,16218,1670288400,6.36960515
16229,16249,16186,16203,1670292000,16.16148114
16194,16232,16190,16221,1670295600,14.01231614
16185,16203,16158,16196,1670299200,11.06825428
16161,16190,16158,16184,1670302800,8.32059154
16214,16229,16154,16161,1670306400,5.97233513
16201,16231,16196,16214,1670310000,21.85000288
16233,16240,16185,16199,1670313600,28.15664642
16171,16240,16163,16229,1670317200,36.66591962
16155,16176,16130,16171,1670320800,11.30760749
16144,16160,16085,16155,1670324400,34.42977081
16154,16164,16140,16142,1670328000,8.82878365
16156,16191,16151,16154,1670331600,8.39292016
16172,16199,16149,16154,1670335200,15.17031793
16175,16214,16138,16158,1670338800,28.16066794
16182,16183,16138,16177,1670342400,10.34626659
16176,16202,16156,16187,1670346000,6.37988226
16215,16232,16148,16171,1670349600,24.83107383
16211,16224,16175,16213,1670353200,11.99048804
16219,16226,16185,16209,1670356800,7.27649504
16230,16233,16207,16215,1670360400,8.95076428
16211,16228,16196,16227,1670364000,4.35955866
16314,16326,16209,16211,1670367600,19.67308450
16305,16366,16287,16308,1670371200,4.24871144
16265,16310,16258,16303,1670374800,2.37614245
16280,16288,16263,16263,1670378400,7.92523817
16259,16282,16259,16282,1670382000,1.56158936
16277,16277,16255,16258,1670385600,1.42244623
16237,16276,16213,16274,1670389200,6.62474625
16201,16249,16186,16235,1670392800,7.14958583
16022,16206,15986,16204,1670396400,28.69060542
16031,16067,16002,16022,1670400000,11.92986908
16067,16067,16023,16025,1670403600,24.28404498
16019,16063,15989,16056,1670407200,16.93955046
16003,16028,15989,16016,1670410800,27.97628479
15932,16017,15932,16003,1670414400,32.31361541
15989,16017,15937,15937,1670418000,14.32116592
16010,16048,15986,15989,1670421600,19.91861339
16028,16038,15984,16004,1670425200,43.80531241
15998,16036,15982,16028,1670428800,16.08636261
15976,16011,15971,15999,1670432400,13.48505076
15967,15993,15967,15973,1670436000,6.77600498
15988,16003,15960,15968,1670439600,6.63141474
16005,16023,15976,15985,1670443200,7.95423252
16020,16020,15992,16001,1670446800,5.06260192
16025,16036,15988,16013,1670450400,3.63607031
16007,16038,16005,16025,1670454000,2.96932317
16008,16060,16006,16011,1670457600,7.68162167
16016,16037,15983,16008,1670461200,1.16397411
16041,16062,15997,16018,1670464800,1.66342999
16013,16048,16012,16039,1670468400,1.42505983
16006,16029,16001,16012,1670472000,21.95119646
16002,16015,15990,16002,1670475600,4.60345088
15979,15997,15970,15996,1670479200,11.96479118
15981,16013,15973,15987,1670482800,8.19178529
15990,16005,15974,15982,1670486400,17.23098582
16002,16015,15985,15991,1670490000,15.71815063
15994,16029,15991,16001,1670493600,33.11419198
16029,16039,15933,15994,1670497200,21.06000927
15992,16050,15986,16025,1670500800,14.25268260
16014,16020,15961,15999,1670504400,18.43647928
16017,16044,15974,16015,1670508000,27.58137009
16032,16068,16017,16022,1670511600,12.44277012
16056,16063,16020,16034,1670515200,28.56880381
16083,16086,16046,16058,1670518800,17.10302572
16323,16353,16075,16080,1670522400,44.44433979
16329,16366,16279,16323,1670526000,24.38106097
16279,16365,16246,16328,1670529600,8.55805050
16267,16288,16256,16281,1670533200,4.96783403
16287,16323,16263,16269,1670536800,7.02979386
16312,16345,16284,16290,1670540400,19.52550435
16286,16335,16282,16306,1670544000,5.97586614
16284,16326,16274,16288,1670547600,6.56787272
16279,16306,16271,16284,1670551200,1.87099023
16248,16279,16244,16272,1670554800,1.26190086
16248,16267,16236,16248,1670558400,3.51582727
16265,16267,16238,16265,1670562000,2.32520143
16268,16271,16251,16261,1670565600,2.54784823
16278,16292,16259,16262,1670569200,7.52367674
16283,16283,16261,16277,1670572800,12.21940259
16320,16333,16281,16284,1670576400,10.27398117
16290,16341,16282,16321,1670580000,30.48058367
16339,16342,16279,16289,1670583600,19.91716576
16352,16420,16273,16334,1670587200,50.74956957
16275,16360,16210,16342,1670590800,74.54468194
16281,16285,16215,16277,1670594400,12.78419362
16288,16312,16258,16283,1670598000,21.10006253
16264,16300,16260,16293,1670601600,19.56270383
16277,16293,16259,16264,1670605200,5.58938579
16259,16275,16236,16275,1670608800,6.78150726
16254,16272,16237,16255,1670612400,4.38655988
16242,16267,16231,16251,1670616000,3.83914444
16245,16254,16207,16233,1670619600,4.82145277
16255,16257,16238,16243,1670623200,4.61740827
16251,16278,16244,16260,1670626800,5.75035157
16275,16285,16243,16249,1670630400,2.46086960
16275,16285,16269,16272,1670634000,4.11551191
16264,16279,16244,16274,1670637600,1.35103787
16268,16276,16259,16262,1670641200,1.01885567
16278,16281,16263,16268,1670644800,0.82451066
16255,16277,16255,16276,1670648400,1.71528681
16270,16280,16255,16256,1670652000,1.24949337
16277,16293,16265,16270,1670655600,3.93058633
16269,16279,16264,16277,1670659200,3.87881788
16274,16274,16244,16270,1670662800,2.41172142
16290,16299,16270,16274,1670666400,4.59895338
16294,16302,16276,16291,1670670000,4.93094307
16287,16303,16271,16298,1670673600,7.81287859
16285,16310,16269,16287,1670677200,4.18988239
16293,16301,16272,16285,1670680800,3.20362146
16332,16339,16288,16289,1670684400,12.93045539
16314,16337,16305,16327,1670688000,3.20729959
16286,16324,16284,16314,1670691600,7.28301618
16305,16312,16285,16285,1670695200,3.41447902
16299,16309,16286,16305,1670698800,2.87253107
16292,16305,16289,16299,1670702400,4.47367418
16252,16298,16251,16293,1670706000,5.26969971
16258,16282,16243,16251,1670709600,1.85219590
16245,16270,16229,16262,1670713200,2.24755308
16268,16268,16248,16248,1670716800,1.63066710
16288,16288,16261,16267,1670720400,0.75974249
16269,16285,16264,16283,1670724000,1.30873539
16279,16295,16265,16266,1670727600,1.25362961
16290,16291,16275,16279,1670731200,1.45694645
16294,16309,16280,16289,1670734800,1.36076446
16295,16316,16287,16294,1670738400,1.28649872
16307,16310,16277,16295,1670742000,2.65556922
16301,16309,16286,16306,1670745600,2.53798484
16298,16302,16288,16300,1670749200,2.99194885
16294,16310,16287,16298,1670752800,6.73904384
16290,16294,16268,16294,1670756400,13.86928410
16281,16290,16269,16289,1670760000,4.77841009
16278,16289,16258,16281,1670763600,3.58177258
16278,16279,16256,16279,1670767200,5.09458439
16279,16282,16266,16275,1670770800,8.96802981
16289,16294,16274,16279,1670774400,6.56845520
16302,16302,16289,16291,1670778000,3.22455132
16326,16326,16292,16301,1670781600,10.33596620
16298,16382,16260,16329,1670785200,7.59958788
16236,16299,16214,16298,1670788800,16.54393145
16245,16270,16224,16229,1670792400,11.22117331
16236,16253,16218,16243,1670796000,15.88294902
16243,16263,16216,16220,1670799600,2.43690443
16120,16233,16105,16230,1670803200,13.95340269
16122,16138,16100,16103,1670806800,3.31758620
16079,16119,16052,16117,1670810400,6.02528509
16091,16095,16061,16076,1670814000,3.02123782
16093,16104,16073,16091,1670817600,5.38373520
16107,16113,16089,16090,1670821200,3.34015750
16098,16113,16083,16105,1670824800,3.41451928
16074,16103,16070,16095,1670828400,8.13823278
16051,16081,16045,16073,1670832000,17.93577678
16057,16078,16042,16048,1670835600,16.17846106
16069,16090,16053,16053,1670839200,10.55933957
16062,16076,16050,16069,1670842800,30.25136183
16063,16063,15996,16062,1670846400,90.30531312
16044,16074,16039,16061,1670850000,18.98471222
16114,16131,16042,16043,1670853600,24.34889938
16159,16159,16101,16114,1670857200,26.33952599
16116,16164,16112,16159,1670860800,13.93415314
16132,16140,16105,16119,1670864400,12.58577904
16168,16170,16132,16133,1670868000,17.01094171
16180,16181,16161,16168,1670871600,9.68083644
16237,16237,16178,16178,1670875200,34.38941914
16284,16319,16234,16237,1670878800,22.20265531
16278,16298,16261,16280,1670882400,7.51350131
16311,16342,16269,16275,1670886000,4.62682015
16257,16337,16254,16311,1670889600,2.19756438
16251,16269,16245,16256,1670893200,5.25275761
16255,16259,16230,16250,1670896800,24.68456759
16273,16286,16242,16254,1670900400,11.74588803
16284,16303,16261,16274,1670904000,6.37953666
16280,16294,16272,16283,1670907600,5.37196354
16252,16294,16237,16278,1670911200,31.47191083
16258,16262,16188,16244,1670914800,22.30209320
16267,16299,16249,16258,1670918400,17.10743236
16520,16560,16262,16262,1670922000,58.61268889
16495,16547,16468,16525,1670925600,24.69633337
16551,16563,16486,16500,1670929200,41.53579377
16513,16581,16497,16550,1670932800,30.56513461
16810,16940,16493,16511,1670936400,93.63417823
16783,16835,16752,16808,1670940000,52.33425332
16684,16795,16676,16780,1670943600,46.61076155
16693,16739,16671,16684,1670947200,25.66852390
16618,16718,16591,16696,1670950800,16.27721311
16680,16697,16606,16611,1670954400,55.63147283
16674,16713,16661,16679,1670958000,20.00111030
16704,16724,16658,16674,1670961600,13.43110385
16703,16709,16677,16702,1670965200,13.09157727
16703,16720,16647,16702,1670968800,3.41755073
16728,16748,16680,16702,1670972400,2.83835853
16753,16762,16699,16721,1670976000,6.09256515
16720,16758,16711,16754,1670979600,2.55585274
16735,16751,16697,16717,1670983200,21.65516336
16731,16783,16729,16735,1670986800,18.92907624
16723,16736,16707,16734,1670990400,2.37801162
16738,16738,16696,16723,1670994000,7.94735676
16709,16739,16697,16732,1670997600,12.09549103
16737,16758,16703,16709,1671001200,33.47648196
16747,16780,16723,16737,1671004800,14.09940395
16701,16754,16673,16748,1671008400,15.15517887
16701,16729,16689,16702,1671012000,14.99845395
16728,16742,16698,16703,1671015600,14.22560952
16823,16828,16714,16723,1671019200,40.94555238
16804,16844,16775,16819,1671022800,19.21781147
16962,16982,16803,16807,1671026400,37.95833447
16961,16992,16917,16964,1671030000,27.47587524
